CODIGO_DA_IES,NOME_DA_IES,CATEGORIA_DA_IES,MUNICIPIO,UF,SITUACAO_IES
4422,FACULDADE DE TECNOLOGIA DO ABC,Privada,Santo André,SP,Extinta
23172,Faculdade de Educação Superior de Pouso Alegre,Privada,Pouso Alegre,MG,Ativa
25575,FACULDADE APARECIDA DE GOIÂNIA,Privada,Aparecida de Goiânia,GO,Ativa
23331,ALFA - Faculdade de Teófilo Otoni,Privada,Teófilo Otoni,MG,Ativa
1724,FACULDADE DE GUARARAPES,Privada,Guararapes,SP,Extinta
494,UNIVERSIDADE DO SUL DE SANTA CATARINA,Privada,Tubarão,SC,Ativa
528,PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO DE JANEIRO,Privada,Rio de Janeiro,RJ,Ativa
3526,INSTITUTO DE ENSINO SUPERIOR MIGUEL DE CERVANTES,Privada,São José de Ribamar,MA,Extinta
1537,FACULDADE EXPONENCIAL,Privada,Chapecó,SC,Extinta
3161,"Instituto Federal de Educação, Ciência e Tecnologia do Sertão Pernambucano",Pública,Petrolina,PE,Ativa
1613,FACULDADE ADVENTISTA DO PARANÁ,Privada,Ivatuba,PR,Ativa
15452,CENTRO UNIVERSITÁRIO UNA DE BOM DESPACHO,Privada,Bom Despacho,MG,Ativa
2015,INSTITUTO SANTO TOMÁS DE AQUINO,Privada,Belo Horizonte,MG,Ativa
19406,FACULDADES INTEGRADAS CESUMAR DE ARAPONGAS,Privada,Arapongas,PR,Ativa
89,FUNDAÇÃO FACULDADES LUIZ MENEGHEL,Pública,Bandeirantes,PR,Extinta
2774,Centro Universitário UNIFAFIBE,Privada,Bebedouro,SP,Ativa
19283,Faculdade Pitagoras de Jacobina,Privada,Jacobina,BA,Extinta
24215,Faculdades Integradas Zona da Mata,Privada,Juiz de Fora,MG,Ativa
1328,Centro Universitário Unifacottur,Privada,Olinda,PE,Ativa
1136,FACULDADE DE CIÊNCIAS HUMANAS E SOCIAIS DE IGARASSU,Privada,Igarassu,PE,Ativa
25424,"Escola de Comunicação, Mídia e Informação",Privada,Rio de Janeiro,RJ,Ativa
4095,FACULDADE DE TECNOLOGIA E CIÊNCIAS DO DISTRITO FEDERAL,Privada,Brasília,DF,Extinta
22147,Faculdade de Ciências Jurídicas de Belo Jardim,Privada,Belo Jardim,PE,Ativa
1427,CENTRO UNIVERSITÁRIO DA SERRA GAÚCHA,Privada,Caxias do Sul,RS,Ativa
1987,FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS DEPUTADO JOSÉ LAVIOLA,Privada,Conselheiro Pena,MG,Extinta
1530,Faculdade CNEC Joinville,Privada,Joinville,SC,Ativa
208,UNIVERSIDADE DE RIBEIRÃO PRETO,Privada,Ribeirão Preto,SP,Ativa
22017,Faculdade Nossa Senhora Aparecida,Privada,Luziânia,GO,Ativa
23174,Centro de Ensino Superior de Nova Serrana,Privada,Nova Serrana,MG,Extinta
151,ESCOLA DE ADMINISTRAÇÃO DE EMPRESAS DE SÃO PAULO - FGV EAESP,Privada,São Paulo,SP,Ativa
3302,Faculdade REGES de Junqueirópolis,Privada,Junqueirópolis,SP,Ativa
24403,FACULDADE ATENAS SUL DE MINAS,Privada,Passos,MG,Ativa
588,UNIVERSIDADE TECNOLÓGICA FEDERAL DO PARANÁ,Pública,Curitiba,PR,Ativa
14996,FACULDADE DE GESTAO E NEGOCIOS DE SALVADOR,Privada,Salvador,BA,Ativa
18478,Faculdade Paulo Picanço,Privada,Fortaleza,CE,Ativa
915,FACULDADE DE ADMINISTRAÇÃO DE FÁTIMA DO SUL,Privada,Fátima do Sul,MS,Ativa
1850,Centro Universitário Santa Maria da Glória,Privada,Maringá,PR,Ativa
3669,FACULDADE DOM LUIS DE ORLEANS E BRAGANÇA,Privada,Ribeira do Pombal,BA,Ativa
17850,FACULDADE TECNOLÓGICA SANTANNA,Privada,Vinhedo,SP,Extinta
1371,FACULDADE DE MIRANDÓPOLIS,Privada,Mirandópolis,SP,Extinta
590,UNIVERSIDADE FEDERAL RURAL DA AMAZÔNIA,Pública,Belém,PA,Ativa
21487,FACULDADE DE INOVAÇÃO TECNOLÓGICA DE CAMPO GRANDE,Privada,Campo Grande,MS,Ativa
18497,Faculdade Maranhense,Privada,Parnarama,MA,Ativa
19206,FACULDADE UNIRB - FORTALEZA,Privada,Fortaleza,CE,Ativa
19358,Faculdade Thiago Ferreira,Privada,Guarujá,SP,Extinta
165,UNIVERSIDADE VEIGA DE ALMEIDA,Privada,Rio de Janeiro,RJ,Ativa
4256,Centro Universitário FIP-MOC,Privada,Montes Claros,MG,Ativa
3992,FACULDADE JK - PLANO PILOTO,Privada,Brasília,DF,Extinta
4044,FACULDADE TECNOLOGIA EXPERT,Privada,Curitiba,PR,Extinta
1614,FACULDADE ASTORGA,Privada,Astorga,PR,Ativa
744,FACULDADE DE ANICUNS,Pública,Anicuns,GO,Ativa
19500,Faculdade de Tecnologia de São Carlos,Pública,São Carlos,SP,Ativa
489,CENTRO UNIVERSITÁRIO DE VOLTA REDONDA,Privada,Volta Redonda,RJ,Ativa
18009,Faculdade BSSP,Privada,Goiânia,GO,Ativa
13818,FACULDADE LA SALLE - CAXIAS,Privada,Caxias do Sul,RS,Extinta
255,FACULDADE DE ENGENHARIA E AGRIMENSURA DE PIRASSUNUNGA - FEAP,Privada,Pirassununga,SP,Extinta
1142,FACULDADE DE DIREITO DE VITÓRIA,Privada,Vitória,ES,Ativa
17289,Faculdade Uriel de Almeida Leitão,Privada,Caratinga,MG,Ativa
22089,Faculdade INSTED,Privada,Campo Grande,MS,Ativa
4173,FACULDADE JK DE TECNOLOGIA,Privada,Brasília,DF,Ativa
2539,FACULDADE EVANGÉLICA DO MEIO NORTE,Privada,Coroatá,MA,Ativa
22204,Faculdade de Matupá,Privada,Matupá,MT,Ativa
17616,ESCOLA DE INTELIGÊNCIA - ESINT/ABIN,Pública,Brasília,DF,Ativa
3768,Faculdade IBGEN,Privada,Porto Alegre,RS,Ativa
514,CENTRO UNIVERSITÁRIO DE BARRA MANSA,Privada,Barra Mansa,RJ,Ativa
4724,FACULDADE DE CIÊNCIAS HUMANAS DO ESTADO DE SÃO PAULO,Privada,Cruzeiro,SP,Ativa
1384,FACULDADE SANTA HELENA,Privada,Recife,PE,Ativa
2241,CENTRO UNIVERSITÁRIO DO SUDESTE MINEIRO,Privada,Juiz de Fora,MG,Ativa
3625,Faculdade do Complexo Educacional Santo André,Privada,Açu,RN,Ativa
2005,FACULDADE ANHANGUERA DE CIÊNCIAS SOCIAIS APLICADAS DE SINOP,Privada,Sinop,MT,Ativa
139,FACULDADE UNIBRASÍLIA DE CIÊNCIAS ECONÔMICAS DE MINAS GERAIS,Privada,Uberaba,MG,Ativa
254,CENTRO UNIVERSITÁRIO UNI-BAN,Privada,São Paulo,SP,Ativa
41,FACULDADE ESTADUAL DE EDUCAÇÃO FÍSICA DE JACAREZINHO,Pública,Jacarezinho,PR,Extinta
10923,FACULDADE DE TECNOLOGIA DO TRANSPORTE,Privada,Brasília,DF,Extinta
1314,FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS DE MINAS GERAIS,Privada,Juatuba,MG,Ativa
3434,FACULDADE DE SAÚDE E HUMANIDADES IBITURUNA,Privada,Montes Claros,MG,Ativa
16849,Faculdade Modal,Privada,Belo Horizonte,MG,Ativa
21553,FACULDADE ANHANGUERA DE SANTO ANTÔNIO DE JESUS,Privada,Santo Antônio de Jesus,BA,Ativa
23896,Faculdade Pitágoras de  Camaçari,Privada,Camaçari,BA,Ativa
22527,Faculdade Cleber Leite,Privada,Santo André,SP,Ativa
21431,Faculdade IBECO,Privada,São Paulo,SP,Ativa
1933,FACULDADE BIRIGUI,Privada,Birigui,SP,Ativa
4221,INSTITUTO SUPERIOR DE EDUCAÇÃO DE BICAS,Privada,Bicas,MG,Extinta
288,FACULDADE DE DIREITO DO VALE DO RIO DOCE,Privada,Governador Valadares,MG,Ativa
2402,Centro Universitário UNIFTC,Privada,Salvador,BA,Ativa
16881,Faculdade Para o Desenvolvimento do Sudeste Tocantinense,Privada,Dianópolis,TO,Extinta
194,ESCOLA DE ENFERMAGEM DA FUNDAÇÃO TÉCNICO EDUCACIONAL SOUZA MARQUES,Privada,Rio de Janeiro,RJ,Ativa
3148,FACULDADE ANCHIETA DO RECIFE,Privada,Recife,PE,Ativa
22161,Faculdade de Ciências Jurídicas de Itumbiara,Privada,Itumbiara,GO,Ativa
3987,CENTRO UNIVERSITÁRIO GOYAZES,Privada,Trindade,GO,Ativa
14232,Faculdade Presidente Antônio Carlos de Vespasiano,Privada,Vespasiano,MG,Extinta
22946,FACULDADE DE CIÊNCIAS JURÍDICAS DE SANTA MARIA,Privada,Santa Maria,RS,Ativa
15236,FACULDADE DE TECNOLOGIA ALCIDES MAYA,Privada,Porto Alegre,RS,Ativa
22232,Faculdade de Ciências Jurídicas de Altamira,Privada,Altamira,PA,Ativa
1967,FACULDADE DO VALE DO ITAPECURÚ,Privada,Caxias,MA,Ativa
1984,Centro Universitário Unifacig,Privada,Manhuaçu,MG,Ativa
1764,FACULDADE DE EDUCAÇÃO REGIONAL SERRANA,Privada,Conceição do Castelo,ES,Extinta
922,FACULDADE REGES DE DRACENA,Privada,Dracena,SP,Ativa
3375,INSTITUTO DE ENSINO SUPERIOR MÚLTIPLO,Privada,Timon,MA,Ativa
16943,FACULDADE UNINASSAU PARNAMIRIM,Privada,Parnamirim,RN,Ativa
2511,FACULDADE DE DIREITO ANHANGUERA UNIDADE GUARAPARI,Privada,Guarapari,ES,Ativa
3680,FACULDADE PADRE DOURADO FORTALEZA,Privada,Fortaleza,CE,Ativa
23197,Faculdade SOCIESC de Educação de Jaraguá do Sul,Privada,Jaraguá do Sul,SC,Ativa
2554,FACULDADE DE EDUCAÇÃO SANTA TEREZINHA,Privada,Imperatriz,MA,Ativa
21226,FACULDADE SUDOESTE,Privada,Vitória da Conquista,BA,Ativa
1048,FACULDADE CAMPOS ELÍSEOS,Privada,São Paulo,SP,Ativa
4126,FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS E DE TECNOLOGIAS DE AGUA BOA,Privada,Água Boa,MT,Ativa
14178,Faculdade Presidente Antônio Carlos de Itaobim,Privada,Itaobim,MG,Extinta
21907,Faculdade Pitágoras de Tianguá CE,Privada,Tianguá,CE,Extinta
1492,FACULDADE ANHANGUERA DE UBERLÂNDIA,Privada,Uberlândia,MG,Ativa
822,ESCOLA SUPERIOR DE ESTUDOS EMPRESARIAIS E INFORMÁTICA,Privada,Curitiba,PR,Extinta
2570,FACULDADE DE CIÊNCIAS EDUCACIONAIS,Privada,Valença,BA,Extinta
633,INSTITUTO MILITAR DE ENGENHARIA,Pública,Rio de Janeiro,RJ,Ativa
20096,Faculdade INPG de Blumenau,Privada,Blumenau,SC,Ativa
3778,FACULDADE DE ARACAJU,Privada,Aracaju,SE,Ativa
1809,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE PERNAMBUCO",Pública,Recife,PE,Ativa
18698,INSTITUTO RACINE DE EDUCAÇÃO SUPERIOR,Privada,Matão,SP,Ativa
10,PONTIFÍCIA UNIVERSIDADE CATÓLICA DO PARANÁ,Privada,Curitiba,PR,Ativa
13783,FACULDADE ESTÁCIO DE FEIRA DE SANTANA,Privada,Feira de Santana,BA,Ativa
5668,FACULDADE ANHANGUERA DE JOINVILLE,Privada,Joinville,SC,Ativa
4093,Centro Universitário de Tecnologia de Curitiba,Privada,Curitiba,PR,Ativa
1303,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA GOIANO",Pública,Goiânia,GO,Ativa
24410,Faculdade Centro Sul,Privada,Iguatu,CE,Ativa
866,FACULDADE DE INFORMÁTICA DE CUIABÁ,Privada,Cuiabá,MT,Extinta
15695,Faculdade de Tecnologia Dom Amaury Castanho,Pública,Itu,SP,Ativa
420,UNIVERSIDADE DE MARÍLIA,Privada,Marília,SP,Ativa
3224,FACULDADE DE FARMÁCIA E BIOQUÍMICA,Privada,Araguaína,TO,Extinta
674,CENTRO DE ENSINO SUPERIOR DO VALE SÃO FRANCISCO,Pública,Belém de São Francisco,PE,Ativa
16,UNIVERSIDADE GAMA FILHO,Privada,Rio de Janeiro,RJ,Extinta
21833,Faculdade Anhanguera de Mogi Guaçu,Privada,Mogi Guaçu,SP,Ativa
23352,Instituto Professor Flávio Vellini,Privada,São Paulo,SP,Ativa
2098,FACULDADE EXCELÊNCIA,Privada,Maranguape,CE,Extinta
977,FACULDADE SÃO CAMILO,Privada,Salvador,BA,Extinta
19951,FACULDADE DE GESTAO E NEGOCIOS DE MACEIO,Privada,Maceió,AL,Ativa
4504,FUNDAÇÃO UNIVERSIDADE FEDERAL DA GRANDE DOURADOS,Pública,Dourados,MS,Ativa
19674,Faculdade do Vale do São Francisco,Privada,Petrolina,PE,Extinta
13792,INSTITUIÇÃO DE ENSINO SUPERIOR DE CACOAL,Privada,Cacoal,RO,Ativa
21808,Faculdades Metropolitanas de Cuiabá,Privada,Cuiabá,MT,Ativa
21577,Faculdade Focus,Privada,Cascavel,PR,Ativa
1739,FACULDADE UNIBRASÍLIA SUL,Privada,Brasília,DF,Ativa
13782,FACULDADE DE SANTA CRUZ DA BAHIA,Privada,Itaberaba,BA,Ativa
19196,Faculdade IDD,Privada,Curitiba,PR,Ativa
22985,Faculdade Trilógica Nossa Senhora de Todos os Povos,Privada,São Paulo,SP,Ativa
2623,FACULDADE DO TAPAJÓS,Privada,Itaituba,PA,Ativa
898,Centro Universitário Unisan,Privada,São Paulo,SP,Ativa
16898,FACULDADE DE EDUCAÇÃO E TECNOLOGIA DA AMAZÔNIA,Privada,Abaetetuba,PA,Ativa
1540,INSTITUTO DE ENSINO SUPERIOR DE RONDÔNIA,Privada,Ariquemes,RO,Ativa
2198,FACULDADE MONTEIRO LOBATO,Privada,Porto Alegre,RS,Ativa
798,FACULDADES INTEGRADAS DE ARACRUZ,Privada,Aracruz,ES,Ativa
881,INSTITUTO MUNICIPAL DE ENSINO SUPERIOR DE ASSIS,Pública,Assis,SP,Ativa
2766,FACULDADE EMPRESARIAL DE CHAPECÓ,Privada,Chapecó,SC,Ativa
3862,FACULDADE LUCIANO FEIJÃO,Privada,Sobral,CE,Ativa
4982,FACULDADE METROPOLITANA DO PLANALTO NORTE,Privada,Canoinhas,SC,Ativa
2433,INSTITUTO SUPERIOR DE EDUCAÇÃO PORTO SEGURO,Privada,Iúna,ES,Extinta
19597,Faculdade Via Sapiens,Privada,Tianguá,CE,Ativa
22214,FACULDADE UNIVERITAS UNIVERSUS VERITAS DE SÃO GONÇALO,Privada,São Gonçalo,RJ,Extinta
1660,CENTRO UNIVERSITÁRIO ESTÁCIO DE BRASÍLIA - ESTÁCIO BRASÍLIA,Privada,Brasília,DF,Ativa
838,FACULDADE DE CIÊNCIAS TECNOLÓGICAS DE FORTALEZA,Privada,Fortaleza,CE,Ativa
3285,FACULDADE SANTO ANTONIO,Privada,Alagoinhas,BA,Ativa
3522,FACULDADE CATÓLICA DE POUSO ALEGRE,Privada,Pouso Alegre,MG,Ativa
4793,Faculdades Integradas Vale do Rio Verde,Privada,Itararé,SP,Ativa
17894,Faculdade NECTAR,Privada,Recife,PE,Extinta
2855,FACULDADE SÃO FRANCISCO DE ASSIS,Privada,Porto Alegre,RS,Ativa
792,CENTRO UNIVERSITÁRIO DO ESTADO DO PARÁ,Privada,Belém,PA,Ativa
4800,FACULDADE DE TECNOLOGIA CENECISTA DE RIO NEGRINHO,Privada,Rio Negrinho,SC,Extinta
1854,CLARETIANO - CENTRO UNIVERSITÁRIO,Privada,Rio Claro,SP,Ativa
1501,FACULDADE LATINO AMERICANA DE EDUCAÇÃO,Privada,Fortaleza,CE,Extinta
1784,Faculdade Anhanguera de São Caetano,Privada,São Caetano do Sul,SP,Extinta
15705,ESCOLA DE ADMINISTRAÇÃO FAZENDÁRIA,Pública,Brasília,DF,Ativa
4356,FACULDADE DE CIÊNCIAS SOCIAIS DOS PALMARES,Pública,Palmares,PE,Ativa
1666,CENTRO UNIVERSITÁRIO UNIHORIZONTES,Privada,Belo Horizonte,MG,Ativa
1844,FACULDADES INTEGRADAS STELLA MARIS DE ANDRADINA,Privada,Andradina,SP,Ativa
3509,FACULDADE VICENTINA - FAVI,Privada,Curitiba,PR,Ativa
5600,FACULDADES INTEGRADAS SÃO JUDAS TADEU,Privada,Porto Alegre,RS,Ativa
1357,INSTITUTO SUPERIOR DE EDUCAÇÃO DO RIO DE JANEIRO,Pública,Rio de Janeiro,RJ,Ativa
4150,FACULDADE DE TECNOLOGIA DE PIRACICABA,Privada,Piracicaba,SP,Ativa
3323,INSTITUTO DE EDUCAÇÃO E ENSINO SUPERIOR DE CAMPINAS,Privada,Campinas,SP,Ativa
21722,FORMAÇÃO FACULDADE INTEGRADA,Privada,São Luís,MA,Ativa
22021,FACULDADE SÃO PAULO DE PRESIDENTE VENCESLAU,Privada,Presidente Venceslau,SP,Ativa
201,FACULDADE BRASILEIRA DE CIÊNCIAS JURÍDICAS,Privada,Rio de Janeiro,RJ,Extinta
1333,FACULDADE CECAP DO LAGO NORTE,Privada,Brasília,DF,Extinta
18036,FACULDADE DE EMPREENDEDORISMO E CIÊNCIAS HUMANAS,Privada,Uberlândia,MG,Ativa
18035,Escola Brasileira de Medicina Chinesa,Privada,São Paulo,SP,Ativa
18117,Faculdade Estácio de Maringá,Privada,Maringá,PR,Extinta
14786,FACULDADE DE TECNOLOGIA SENAI LONDRINA,Privada,Londrina,PR,Ativa
4030,CENTRO UNIVERSITÁRIO FLUMINENSE,Privada,Campos dos Goytacazes,RJ,Ativa
1874,FACULDADE DE TECNOLOGIA DE OURINHOS,Pública,Ourinhos,SP,Ativa
19272,Faculdade Pitagoras de Campina Grande,Privada,Campina Grande,PB,Extinta
457,UNIVERSIDADE ANHANGUERA DE SÃO PAULO,Privada,São Paulo,SP,Ativa
2531,INSTITUTO SUPERIOR DE EDUCAÇÃO PROFESSORA LÚCIA DANTAS,Privada,Brasília,DF,Extinta
745,INSTITUTO MUNICIPAL DE ENSINO SUPERIOR DE SÃO MANUEL,Pública,São Manuel,SP,Ativa
1549,FACULDADE PALAS ATENA DE CHOPINZINHO,Privada,Chopinzinho,PR,Extinta
4669,FACULDADE DELTA,Privada,Goiânia,GO,Ativa
21364,FACULDADE UNIFAEL PORTO ALEGRE,Privada,Porto Alegre,RS,Ativa
2475,FACULDADE DOM LUCIANO MENDES,Privada,Mariana,MG,Ativa
22103,FACULDADE SANTA CASA DE BELO HORIZONTE,Privada,Belo Horizonte,MG,Ativa
1863,FACULDADE INTERVALE,Privada,Mantena,MG,Ativa
15351,Faculdade CESURG Marau,Privada,Marau,RS,Ativa
4038,FACULDADE DE TECNOLOGIA CONSULTIME,Privada,Vitória,ES,Extinta
2287,ESCOLA SUPERIOR DE TEOLOGIA E ESPIRITUALIDADE FRANCISCANA,Privada,Porto Alegre,RS,Ativa
13359,FACULDADE IDEAU DE BAGÉ,Privada,Bagé,RS,Ativa
18671,FACULDADE DA AMAZÔNIA DE PORTO VELHO,Privada,Porto Velho,RO,Ativa
1243,Faculdade Doctum de Serra,Privada,Serra,ES,Ativa
20532,Faculdade Metropolitana de Horizonte,Privada,Horizonte,CE,Ativa
2132,CENTRO UNIVERSITÁRIO UNINORTE,Privada,Rio Branco,AC,Ativa
5536,FACULDADE DE TECNOLOGIA INED - UNIDADE VENDA NOVA,Privada,Belo Horizonte,MG,Extinta
5318,FACULDADE GUILHERME GUIMBALA,Privada,Joinville,SC,Ativa
1915,FACULDADE DE EDUCAÇÃO SILVA SERPA,Privada,São Pedro da Aldeia,RJ,Extinta
77,FACULDADE DA REGIÃO DOS LAGOS,Privada,Cabo Frio,RJ,Ativa
14230,Faculdade Presidente Antônio Carlos de Tocantins,Privada,Tocantins,MG,Extinta
1585,FACULDADE ENERGIA,Privada,Florianópolis,SC,Ativa
16948,Faculdade 28 de Agosto de Ensino e Pesquisa,Privada,São Paulo,SP,Ativa
1735,CENTRO UNIVERSITÁRIO DOUTOR LEÃO SAMPAIO,Privada,Juazeiro do Norte,CE,Ativa
24369,FACULDADE MARECHAL RONDON DE MAUÁ,Privada,Mauá,SP,Ativa
23241,Instituto Universitário São Judas de São Bernardo do Campo,Privada,São Bernardo do Campo,SP,Ativa
15135,FACULDADE DE TECNOLOGIA SENAC AMAZONAS,Privada,Manaus,AM,Ativa
1782,"FACULDADE DE ARTES, CIÊNCIAS E TECNOLOGIAS",Privada,Salvador,BA,Extinta
20663,FACULDADE INNOVATE DE ANÁPOLIS,Privada,Anápolis,GO,Ativa
1230,CENTRO REGIONAL UNIVERSITÁRIO DE ESPÍRITO SANTO DO PINHAL,Privada,Espírito Santo do Pinhal,SP,Ativa
2220,Faculdade Doctum de Juiz de Fora,Privada,Juiz de Fora,MG,Ativa
1880,FACULDADE CASA DO ESTUDANTE,Privada,Aracruz,ES,Ativa
4021,FACULDADE DE TECNOLOGIA DE GARÇA,Pública,Garça,SP,Ativa
2910,FACULDADE VERDE NORTE,Privada,Mato Verde,MG,Ativa
21440,Escola de Comunicações,Pública,Brasília,DF,Ativa
2058,FACULDADE METROPOLITANA,Privada,Porto Velho,RO,Ativa
14209,Faculdade Presidente Antônio Carlos de Lagoa Santa,Privada,Lagoa Santa,MG,Extinta
4357,FACULDADE QUALITTAS,Privada,São Paulo,SP,Ativa
10349,FACULDADE DE TECNOLOGIA IPPEO,Privada,Curitiba,PR,Ativa
20607,Faculdade de Tecnologia e Ciências - FTC Petrolina,Privada,Petrolina,PE,Ativa
1254,FACULDADE DE ADMINISTRAÇÃO DE ITABIRITO,Privada,Itabirito,MG,Ativa
16725,Faculdade de Educacao e Tecnologia do Para,Privada,Abaetetuba,PA,Ativa
20200,Faculdade Padre Cícero,Privada,Juazeiro do Norte,CE,Extinta
15121,UNIVERSIDADE FEDERAL DA FRONTEIRA SUL,Pública,Chapecó,SC,Ativa
15410,Faculdade de Ciencias Humanas e Sociais de Serra Talhada,Pública,Serra Talhada,PE,Ativa
14241,Faculdade Presidente Antônio Carlos de André da Silveira,Privada,Andrelândia,MG,Extinta
16543,Faculdade Metropolitana do Estado de São Paulo,Privada,Ribeirão Preto,SP,Ativa
3270,FACULDADE SÃO BENTO DA BAHIA,Privada,Salvador,BA,Ativa
1200,INSTITUTO BRASILIENSE DE TECNOLOGIA E CIÊNCIA,Privada,Brasília,DF,Extinta
55,UNIVERSIDADE DE SÃO PAULO,Pública,São Paulo,SP,Ativa
4829,ESCOLA SUPERIOR DE ARTES CÉLIA HELENA,Privada,São Paulo,SP,Ativa
16879,Faculdade de Medicina de Olinda,Privada,Olinda,PE,Ativa
17433,FACULDADE SANTO AGOSTINHO DE VITÓRIA DA CONQUISTA,Privada,Vitória da Conquista,BA,Ativa
14152,Faculdade Presidente Antônio Carlos de Piumhi,Privada,Piumhi,MG,Extinta
138,CENTRO UNIVERSITÁRIO BARÃO DE MAUÁ,Privada,Ribeirão Preto,SP,Ativa
1775,Centro Universitário Favip Wyden,Privada,Caruaru,PE,Ativa
3194,FACULDADE DE MINAS BH,Privada,Belo Horizonte,MG,Ativa
13486,FACULDADE FACTUM,Privada,Porto Alegre,RS,Ativa
4501,FACULDADE DE TECNOLOGIA ALTO TIETÊ,Privada,Mogi das Cruzes,SP,Extinta
4826,FACULDADE ANHANGÜERA DE CAMPINAS,Privada,Campinas,SP,Ativa
703,FACULDADE DE FORMAÇÃO DE PROFESSORES DE ARARIPINA,Pública,Araripina,PE,Ativa
1498,INSTITUTO DE ENSINO SUPERIOR E FORMAÇÃO AVANÇADA DE VITÓRIA,Privada,Vitória,ES,Ativa
355,UNIVERSIDADE TUIUTI DO PARANÁ,Privada,Curitiba,PR,Ativa
22262,Faculdade de Palmeiras de Goiás - FacMais,Privada,Palmeiras de Goiás,GO,Ativa
1951,INSTITUTO DE EDUCAÇÃO E ENSINO SUPERIOR DE SAMAMBAIA,Privada,Brasília,DF,Extinta
18749,Faculdade de Elesbão Veloso,Privada,Elesbão Veloso,PI,Ativa
22640,Faculdade Metropolitana de Coari,Privada,Coari,AM,Ativa
3436,Faculdade de Araraquara,Privada,Araraquara,SP,Ativa
22124,Faculdade Pitágoras Unopar de Brumado,Privada,Brumado,BA,Ativa
1776,Faculdade Anhanguera de Tecnologia de Jundiaí,Privada,Jundiaí,SP,Ativa
714,FACULDADE ESTADUAL DE FILOSOFIA CIÊNCIAS E LETRAS DE CORNÉLIO PROCÓPIO,Pública,Cornélio Procópio,PR,Extinta
2552,INSTITUTO SUPERIOR DE CIÊNCIAS DA SAÚDE,Privada,Belo Horizonte,MG,Extinta
3437,Faculdade UNISUL de Balneário Camboriú,Privada,Balneário Camboriú,SC,Ativa
18952,Faculdade FAMART,Privada,Itaúna,MG,Ativa
718,UNIVERSIDADE POTIGUAR,Privada,Natal,RN,Ativa
17982,Faculdade Rhema,Privada,Arapongas,PR,Ativa
24488,Faculdade UNICESUMAR de Corumbá,Privada,Corumbá,MS,Ativa
19607,FACULDADE SANTISSIMA TRINDADE,Privada,Nazaré da Mata,PE,Ativa
240,UNIVERSIDADE SANTA ÚRSULA,Privada,Rio de Janeiro,RJ,Ativa
24525,ILUM ESCOLA DE CIÊNCIA,Privada,Campinas,SP,Ativa
1948,FACULDADE DE ENSINO SUPERIOR DA PARAÍBA,Privada,João Pessoa,PB,Ativa
1685,FACULDADE BARDDAL DE CIÊNCIAS CONTÁBEIS,Privada,Florianópolis,SC,Extinta
1877,FACULDADE ATUAL,Privada,Macapá,AP,Extinta
1432,FACULDADE BERTIOGA,Privada,Bertioga,SP,Ativa
22237,Faculdade de Ciências Jurídicas de Assis,Privada,Assis,SP,Ativa
1379,Centro Universitário FAESA,Privada,Vitória,ES,Ativa
2426,Centro Universitário Fibra,Privada,Belém,PA,Ativa
2695,FACULDADE DO CENTRO-OESTE,Privada,Cidade Ocidental,GO,Extinta
1895,CENTRO UNIVERSITÁRIO CHRISTUS,Privada,Fortaleza,CE,Ativa
24703,Faculdade Educa Brasil Noel de Mello,Privada,Itaguaí,RJ,Ativa
1661,Faculdade Projeção de Sobradinho,Privada,Brasília,DF,Ativa
4079,FACULDADE TECNOLÓGICA INAP,Privada,Belo Horizonte,MG,Ativa
3588,CENTRO UNIVERSITÁRIO DOM PEDRO II,Privada,Salvador,BA,Ativa
17563,FACULDADE DE TECNOLOGIA COESP,Privada,João Pessoa,PB,Ativa
1894,FACULDADE EUROPÉIA DE TECNOLOGIA E CIÊNCIAS HUMANAS - EUROTECH,Privada,Jaboatão dos Guararapes,PE,Ativa
3215,FACULDADE ENTRE RIOS DO PIAUÍ,Privada,Teresina,PI,Extinta
18148,FACULDADE CONHECIMENTO & CIÊNCIA,Privada,Belém,PA,Ativa
1966,FACULDADE ALBERT EINSTEIN,Privada,Brasília,DF,Ativa
4037,CENTRO UNIVERSITÁRIO ANHANGUERA DE FORTALEZA,Privada,Fortaleza,CE,Ativa
602,INSTITUTO TECNOLÓGICO DE AERONÁUTICA,Pública,São José dos Campos,SP,Ativa
1172,FACULDADE AD 1,Privada,Brasília,DF,Extinta
16037,Instituto Superior de Ciencias Policiais,Pública,Brasília,DF,Ativa
21921,Faculdade de Ensino Superior de Parnaíba,Privada,Parnaíba,PI,Ativa
13695,ESCOLA DE MATEMÁTICA APLICADA,Privada,Rio de Janeiro,RJ,Ativa
18257,FACULDADE HORUS SÄO MIGUEL,Privada,São Miguel do Oeste,SC,Extinta
3749,FACULDADE BRASÍLIA DE SÃO PAULO,Privada,São Paulo,SP,Extinta
1484,FACULDADE IBMEC,Privada,Belo Horizonte,MG,Ativa
3936,FACULDADE ANHANGUERA DE LIMEIRA,Privada,Limeira,SP,Ativa
